Date,Open,High,Low,Close,Adj Close,Volume
2019-01-07,101.639999,104.879997,100.980003,102.800003,97.438385,157833100
2019-01-14,101.900002,107.900002,101.260002,107.709999,102.092316,155699200
2019-01-21,106.750000,107.879997,104.860001,107.169998,101.580490,112636000
2019-01-28,106.260002,106.480003,102.169998,102.779999,97.419456,201611200
2019-02-04,102.870003,107.269997,102.769997,105.669998,100.158707,130472100
2019-02-11,106.199997,108.300003,104.970001,108.220001,102.575706,110757200
2019-02-18,107.790001,111.199997,106.290001,110.970001,105.182289,96472600
2019-02-25,111.760002,113.239998,110.879997,112.529999,107.116432,119359500
2019-03-04,113.019997,113.250000,108.800003,110.510002,105.193619,111990700
2019-03-11,110.989998,117.250000,110.980003,115.910004,110.333832,173582600
2019-03-18,116.169998,120.820000,116.050003,117.050003,111.418983,160388500
2019-03-25,116.559998,118.709999,115.519997,117.940002,112.266190,119632800
2019-04-01,118.949997,120.430000,118.099998,119.889999,114.122368,99731100
2019-04-08,119.809998,120.980003,118.580002,120.949997,115.131378,83159600
2019-04-15,120.940002,123.519997,120.099998,123.370003,117.434959,77156300
2019-04-22,122.620003,131.369995,122.570000,129.889999,123.641281,132620000
2019-04-29,129.899994,130.699997,125.519997,128.899994,122.698921,119573700
2019-05-06,126.389999,128.559998,123.570000,127.129997,121.014053,146827400
2019-05-13,124.110001,130.460007,123.040001,128.070007,121.908859,139816600
2019-05-20,126.519997,128.240005,124.739998,126.239998,120.611710,92123900
2019-05-27,126.980003,128.000000,123.320000,123.680000,118.165833,89367900
2019-06-03,123.849998,132.250000,119.010002,131.399994,125.541641,147636900
2019-06-10,132.399994,134.240005,130.710007,132.449997,126.544792,102505800
2019-06-17,132.630005,137.729996,132.529999,136.970001,130.863312,133967200
2019-06-24,137.000000,138.399994,132.729996,133.960007,127.987541,124214400
2019-07-01,136.630005,137.740005,134.970001,137.059998,130.949265,69621700
2019-07-08,136.399994,139.220001,135.369995,138.899994,132.707245,102201900
2019-07-15,139.440002,140.669998,134.669998,136.619995,130.528946,138962800
2019-07-22,137.410004,141.679993,137.330002,141.339996,135.038452,101242300
2019-07-29,141.500000,141.509995,135.080002,136.899994,130.796448,143400300
2019-08-05,133.300003,139.380005,130.779999,137.710007,131.570328,159824000
2019-08-12,137.070007,138.800003,132.250000,136.130005,130.060776,130689700
2019-08-19,137.850006,139.490005,132.800003,133.389999,127.867287,117702400
2019-08-26,134.990005,139.179993,133.550003,137.860001,132.152267,104916800
2019-09-02,136.610001,140.380005,135.699997,139.100006,133.340927,83791500
2019-09-09,139.589996,139.750000,134.509995,137.320007,131.634644,129776500
2019-09-16,135.830002,142.369995,135.660004,139.440002,133.666824,133467100
2019-09-23,139.229996,140.690002,136.029999,137.729996,132.027634,108228800
2019-09-30,138.050003,140.250000,133.220001,138.119995,132.401459,116299800
2019-10-07,137.139999,141.029999,135.619995,139.679993,133.896881,103704700
2019-10-14,139.690002,141.789993,136.559998,137.410004,131.720871,107485700
2019-10-21,138.449997,141.139999,135.610001,140.729996,134.903397,140342800
2019-10-28,144.399994,145.669998,142.649994,143.720001,137.769608,132099700
2019-11-04,144.830002,145.990005,143.199997,145.960007,139.916870,86257400
2019-11-11,145.339996,149.990005,144.729996,149.970001,143.760880,93138900
2019-11-18,150.070007,151.330002,148.460007,149.589996,143.396606,105644400
2019-11-25,150.000000,152.500000,149.919998,151.380005,145.606247,74202700
2019-12-02,151.809998,151.869995,146.649994,151.750000,145.962143,103331700
2019-12-09,151.070007,154.889999,150.330002,154.529999,148.636124,100477600
2019-12-16,155.110001,158.490005,153.750000,157.410004,151.406250,152135400
2019-12-23,158.119995,159.550003,157.119995,158.960007,152.897156,59640800
2019-12-30,158.990005,160.729996,156.449997,158.619995,152.570099,78456100
2020-01-06,157.080002,163.220001,156.509995,161.339996,155.186371,112305200
2020-01-13,161.759995,167.470001,161.259995,167.100006,160.726715,124758900
2020-01-20,166.679993,168.190002,164.449997,165.039993,158.745224,98254900
2020-01-27,161.149994,174.050003,160.199997,170.229996,163.737305,179472700
2020-02-03,170.429993,185.630005,170.399994,183.889999,176.876282,167007100
2020-02-10,183.580002,190.699997,181.850006,185.350006,178.280594,194512400
2020-02-17,185.610001,188.179993,177.250000,178.589996,171.778458,143224700
2020-02-24,167.770004,174.839996,152.000000,162.009995,156.256439,382778100
2020-03-02,165.309998,175.000000,156.000000,161.570007,155.832062,313160600
2020-03-09,151.000000,161.910004,138.580002,158.830002,153.189377,378099100
2020-03-16,140.000000,150.149994,135.000000,137.350006,132.472229,421347800
2020-03-23,137.009995,156.660004,132.520004,149.699997,144.383636,358740500
2020-03-30,152.440002,164.779999,150.009995,153.830002,148.366928,290191400
2020-04-06,160.320007,170.000000,157.580002,165.139999,159.275269,229584000
2020-04-13,164.350006,180.000000,162.300003,178.600006,172.257263,238965600
2020-04-20,176.630005,178.750000,166.110001,174.550003,168.351135,194561900
2020-04-27,176.589996,180.399994,169.389999,174.570007,168.370422,212120100
2020-05-04,174.490005,185.000000,173.800003,184.679993,178.121384,158545200
2020-05-11,183.149994,187.509995,175.679993,183.160004,176.655365,196126700
2020-05-18,185.750000,186.669998,182.539993,183.509995,176.992920,143271300
2020-05-25,186.339996,186.500000,176.600006,183.250000,177.234390,151531300
2020-06-01,182.539993,187.729996,181.350006,187.199997,181.054672,149383400
2020-06-08,185.940002,198.520004,184.440002,187.740005,181.576981,203096100
2020-06-15,184.580002,199.289993,184.009995,195.149994,188.743729,168517400
2020-06-22,195.789993,203.949997,194.880005,196.330002,189.884995,182956600
2020-06-29,195.779999,208.020004,193.550003,206.259995,199.489044,122388900
2020-07-06,208.830002,216.380005,207.990005,213.669998,206.655777,158397600
2020-07-13,214.479996,215.800003,201.389999,202.880005,196.219940,169482800
2020-07-20,205.000000,213.940002,197.509995,201.300003,194.691833,231764900
2020-07-27,201.470001,205.100006,199.009995,205.009995,198.280045,149168500
2020-08-03,211.520004,217.639999,210.309998,212.479996,205.504852,217546700
2020-08-10,211.669998,211.880005,203.139999,208.899994,202.042343,141723900
2020-08-17,209.600006,216.250000,208.910004,213.020004,206.027100,132379400
2020-08-24,214.789993,231.149994,212.429993,228.910004,221.930679,171999700
2020-08-31,227.000000,232.860001,205.190002,214.250000,207.717636,206644900
2020-09-07,206.500000,214.839996,201.240005,204.029999,197.809265,167684900
2020-09-14,204.240005,210.649994,196.250000,200.389999,194.280228,167764400
2020-09-21,197.190002,209.039993,196.380005,207.820007,201.483704,164800400
2020-09-28,210.880005,213.990005,205.539993,206.190002,199.903351,150369100
2020-10-05,207.220001,215.860001,204.820007,215.809998,209.230103,121950800
2020-10-12,218.789993,225.210007,216.009995,219.660004,212.962692,141624900
2020-10-19,220.419998,222.300003,211.699997,216.229996,209.637253,114335300
2020-10-26,213.850006,216.339996,199.619995,202.470001,196.296814,193393800
2020-11-02,204.289993,224.360001,200.119995,223.720001,216.898880,161978000
2020-11-09,224.440002,228.119995,209.720001,216.509995,209.908737,158095900
2020-11-16,214.869995,217.740005,209.929993,210.389999,203.975311,125116000
2020-11-23,210.949997,216.270004,208.160004,215.229996,209.214081,95188300
2020-11-30,214.100006,217.320007,210.839996,214.360001,208.368408,137480700
2020-12-07,214.369995,216.949997,209.110001,213.259995,207.299133,138057400
2020-12-14,213.100006,220.889999,212.240005,218.589996,212.480133,186693000
2020-12-21,217.550003,225.630005,217.279999,222.750000,216.523865,89044300
2020-12-28,224.449997,227.179993,219.679993,222.419998,216.203094,76551100
2021-01-04,222.529999,223.000000,211.940002,219.619995,213.481339,147534500
2021-01-11,218.470001,218.910004,212.029999,212.649994,206.706192,127595000
2021-01-18,213.750000,230.070007,212.630005,225.949997,219.634430,129140300
2021-01-25,229.119995,242.639999,224.220001,231.960007,225.476440,243806600
2021-02-01,235.059998,245.089996,232.429993,242.199997,235.430222,129739500
2021-02-08,243.149994,245.919998,240.809998,244.990005,238.142242,100275800
2021-02-15,245.029999,246.130005,240.179993,240.970001,234.234589,90570200
2021-02-22,237.419998,237.929993,227.880005,232.380005,226.404938,170376700
2021-03-01,235.899994,237.470001,224.259995,231.600006,225.645035,168766600
2021-03-08,231.369995,239.169998,227.130005,235.750000,229.688278,150656000
2021-03-15,234.960007,240.059998,229.350006,230.350006,224.427124,164952900
2021-03-22,230.270004,241.050003,230.139999,236.479996,230.399521,146927300
2021-03-29,236.589996,242.839996,231.100006,242.350006,236.118622,123981000
2021-04-05,242.759995,255.990005,242.699997,255.850006,249.271484,130514300
2021-04-12,254.710007,261.000000,254.619995,260.739990,254.035797,124563200
2021-04-19,260.190002,261.779999,255.639999,261.149994,254.435165,114031400
2021-04-26,261.660004,263.190002,249.000000,252.179993,245.695831,169214700
2021-05-03,253.399994,254.350006,244.690002,252.460007,245.968643,127808000
2021-05-10,250.869995,251.729996,238.070007,248.149994,241.769455,153151300
2021-05-17,246.550003,248.330002,238.600006,245.169998,238.866104,114541800
2021-05-24,247.789993,252.940002,247.509995,249.679993,243.821838,99583800
2021-05-31,251.229996,251.649994,243.000000,250.789993,244.905807,93208800
2021-06-07,249.979996,258.489990,249.809998,257.890015,251.839233,107035100
2021-06-14,257.899994,262.299988,254.419998,259.429993,253.343079,129177100
2021-06-21,259.820007,267.850006,257.920013,265.019989,258.801910,117966900
2021-06-28,266.190002,278.000000,265.910004,277.649994,271.135559,104367600
2021-07-05,278.029999,280.690002,274.299988,277.940002,271.418823,103360900
2021-07-12,279.160004,284.100006,276.579987,280.750000,274.162842,116956500
2021-07-19,278.929993,289.989990,274.450012,289.670013,282.873566,129711800
2021-07-26,289.000000,290.149994,282.950012,284.910004,278.225311,129460200
2021-08-02,286.359985,289.630005,283.739990,289.459991,282.668549,80827200
2021-08-09,289.750000,292.899994,285.200012,292.850006,285.978943,81500400
2021-08-16,293.190002,305.839996,288.640015,304.359985,297.218933,135064000
2021-08-23,303.250000,305.649994,296.829987,299.720001,293.248108,101283900
2021-08-30,301.119995,305.190002,300.179993,301.140015,294.637390,92650700
2021-09-06,301.010010,302.140015,295.380005,295.709991,289.324677,71787600
2021-09-13,297.549988,305.320007,294.079987,299.869995,293.394867,134785900
2021-09-20,296.329987,300.899994,289.519989,299.350006,292.886108,120872700
2021-09-27,296.140015,296.470001,281.290009,289.100006,282.857422,155541500
2021-10-04,287.399994,296.640015,280.250000,294.850006,288.483215,122462500
2021-10-11,292.920013,304.450012,292.350006,304.209991,297.641144,113336700
2021-10-18,303.570007,311.089996,302.690002,309.160004,302.484253,91315900
2021-10-25,309.359985,332.000000,306.459991,331.619995,324.459229,159314400
2021-11-01,331.359985,338.790009,326.369995,336.059998,328.803375,121622700
2021-11-08,337.299988,338.720001,329.920013,336.720001,329.449127,108386100
2021-11-15,337.540009,345.100006,334.029999,343.109985,335.701172,101090100
2021-11-22,344.619995,349.670013,328.119995,329.679993,323.151276,107337200
2021-11-29,334.940002,339.279999,318.029999,323.010010,316.613342,177332000
2021-12-06,323.950012,343.000000,319.230011,342.540009,335.756622,146125400
2021-12-13,340.679993,343.790009,317.250000,323.799988,317.387695,191504300
2021-12-20,320.049988,336.390015,317.570007,334.690002,328.062103,97516400
2021-12-27,335.459991,344.299988,335.429993,336.320007,329.659790,84645800
2022-01-03,335.350006,338.000000,310.089996,314.040009,307.821014,173959800
2022-01-10,309.489990,323.410004,303.750000,310.200012,304.057037,193260900
2022-01-17,304.070007,313.910004,295.609985,296.029999,290.167664,181632200
2022-01-24,292.200012,308.500000,276.049988,308.260010,302.155518,352234000
2022-01-31,308.950012,315.119995,299.959991,305.940002,299.881409,202857400
2022-02-07,306.170013,311.929993,294.220001,295.040009,289.197296,176801000
2022-02-14,293.769989,300.869995,286.309998,287.929993,282.228088,160125500
2022-02-21,285.000000,297.630005,271.519989,297.309998,292.024933,169083700
2022-02-28,294.309998,303.130005,287.170013,289.859985,284.707306,157389300
2022-03-07,288.529999,289.690002,270.000000,280.070007,275.091370,184358500
2022-03-14,280.339996,301.000000,275.820007,300.429993,295.089447,176939300
2022-03-21,298.890015,305.500000,294.899994,303.679993,298.281647,128717300
2022-03-28,304.329987,315.950012,304.329987,309.420013,303.919647,148667800
2022-04-04,310.089996,315.109985,296.279999,296.970001,291.690918,143329800
2022-04-11,291.790009,292.609985,279.320007,279.829987,274.855652,115664800
2022-04-18,278.910004,293.299988,273.380005,274.029999,269.158722,124842800
2022-04-25,273.290009,290.980011,270.000000,277.519989,272.586700,216395500
2022-05-02,277.709991,290.880005,271.269989,274.730011,269.846222,175769700
2022-05-09,270.059998,273.750000,250.020004,261.119995,256.478210,221997200
2022-05-16,259.959991,268.329987,246.440002,252.559998,248.070389,164627300
2022-05-23,255.490005,273.339996,253.429993,273.239990,269.007874,142680100
2022-05-30,272.529999,277.690002,261.600006,270.019989,265.837708,135187100
2022-06-06,272.059998,274.179993,252.529999,252.990005,249.071503,120495800
2022-06-13,245.110001,255.300003,241.509995,247.649994,243.814209,184153000
2022-06-20,250.259995,267.980011,249.509995,267.700012,263.553680,115652800
2022-06-27,268.209991,268.299988,252.899994,259.579987,255.559387,126549000
2022-07-04,256.160004,269.059998,254.740005,267.660004,263.514282,87284100
2022-07-11,265.649994,266.529999,245.940002,256.720001,252.743744,139698000
2022-07-18,259.750000,265.329987,253.300003,260.359985,256.327393,113061900
2022-07-25,261.000000,282.000000,249.570007,280.739990,276.391693,172010100
2022-08-01,277.820007,283.799988,272.380005,282.910004,278.528107,102686000
2022-08-08,284.049988,291.910004,277.609985,291.910004,287.388702,109517800
2022-08-15,291.000000,294.179993,285.559998,286.149994,281.717896,92198200
2022-08-22,282.079987,282.459991,267.980011,268.089996,264.497894,104858200
2022-08-29,265.850006,267.399994,254.470001,256.059998,252.629044,114016200
2022-09-05,256.200012,265.230011,251.940002,264.459991,260.916473,87859500
2022-09-12,265.779999,267.450012,242.059998,244.740005,241.460724,147336700
2022-09-19,242.470001,247.660004,235.199997,237.919998,234.732117,147350000
2022-09-26,237.050003,242.330002,232.729996,232.899994,229.779358,146921600
2022-10-03,235.410004,250.580002,233.169998,234.240005,231.101440,142125400
2022-10-10,233.050003,237.240005,219.130005,228.559998,225.497528,154871900
2022-10-17,235.820007,243.929993,234.289993,242.119995,238.875824,122568300
2022-10-24,243.759995,251.039993,225.779999,235.869995,232.709564,223302200
2022-10-31,233.759995,235.740005,213.429993,221.389999,218.423615,170779600
2022-11-07,221.990005,247.990005,221.279999,247.110001,243.798965,170431600
2022-11-14,241.990005,247.000000,237.630005,241.220001,237.987900,137343700
2022-11-21,241.429993,248.699997,240.710007,247.490005,244.862015,74769700
2022-11-28,246.080002,256.119995,238.210007,255.020004,252.312073,137898700
2022-12-05,252.009995,253.820007,242.210007,245.419998,242.813995,109602000
2022-12-12,247.449997,263.920013,243.509995,244.690002,242.091751,229935300
2022-12-19,244.860001,245.619995,233.869995,238.729996,236.195023,128396500
2022-12-26,238.699997,241.919998,234.169998,239.820007,237.273453,75854900
2023-01-02,243.080002,245.750000,219.350006,224.929993,222.541565,159562600
2023-01-09,226.449997,239.899994,226.410004,239.229996,236.689697,131675800
2023-01-16,237.970001,242.380005,230.679993,240.220001,237.669205,123872800
2023-01-23,241.100006,249.830002,230.899994,248.160004,245.524887,198648400
2023-01-30,244.509995,264.690002,242.199997,258.350006,255.606689,152686100
2023-02-06,257.440002,276.760010,254.779999,263.100006,260.306274,196239000
2023-02-13,267.640015,274.600006,267.149994,271.320007,268.438965,44630900
